sentid, sentlen, numents, percentcorrect_spacy, percentcorrect_stanza
2205,35,1,1.0,1.0
2206,71,9,0.6666666666666666,0.8888888888888888
2207,31,2,1.0,1.0
2208,22,3,1.0,1.0
2209,11,1,1.0,1.0
2210,22,3,1.0,1.0
2211,16,1,1.0,1.0
2212,8,2,1.0,1.0
2213,10,2,1.0,1.0
2214,24,3,1.0,1.0
2215,11,3,1.0,0.6666666666666666
2216,20,2,0.5,0.5
2217,17,2,1.0,1.0
2218,11,0,0,0
2219,24,3,1.0,1.0
2220,16,4,1.0,1.0
2221,22,3,1.0,0.3333333333333333
2222,32,4,0.75,0.5
2223,8,2,0.5,1.0
2224,20,2,1.0,1.0
2225,13,0,0,0
2226,29,0,0,0
2227,13,3,1.0,1.0
2228,39,8,0.875,1.0
2229,31,4,1.0,1.0
2230,31,4,1.0,1.0
2231,13,0,0,0
2232,17,0,0,0
2233,27,0,0,0
2234,4,0,0,0
2235,13,1,1.0,1.0
2236,17,1,1.0,0.0
2237,10,2,0.5,1.0
2238,13,1,1.0,0.0
2239,9,2,0.5,1.0
2240,30,3,1.0,1.0
2241,32,1,1.0,1.0
2242,18,0,0,0
2243,41,0,0,0
2244,21,0,0,0
2245,44,4,1.0,0.75
2246,8,2,1.0,1.0
2247,34,7,0.7142857142857143,1.0
2248,7,1,1.0,1.0
2249,13,2,1.0,1.0
2250,7,0,0,0
2251,6,0,0,0
2252,12,1,1.0,0.0
2253,26,5,0.6,0.8
2254,8,0,0,0
2255,9,2,1.0,1.0
2256,20,3,1.0,1.0
2257,21,3,1.0,0.6666666666666666
2258,19,2,1.0,1.0
2259,11,1,1.0,1.0
2260,6,2,1.0,1.0
2261,8,2,1.0,1.0
2262,13,1,1.0,1.0
2263,4,1,1.0,1.0
2264,46,1,1.0,1.0
2265,9,0,0,0
2266,17,0,0,0
2267,10,1,1.0,1.0
2268,75,5,1.0,1.0
2269,14,1,1.0,1.0
2270,13,0,0,0
2271,22,2,1.0,1.0
2272,52,2,1.0,1.0
2273,23,4,1.0,1.0
2274,22,0,0,0
2275,13,0,0,0
2276,10,0,0,0
2277,10,2,0.5,1.0
2278,27,1,1.0,1.0
2279,14,1,0.0,0.0
2280,8,0,0,0
2281,15,1,1.0,1.0
2282,7,0,0,0
2283,17,3,1.0,1.0
2284,38,1,1.0,1.0
2285,11,0,0,0
2286,13,1,1.0,1.0
2287,6,0,0,0
2288,26,3,0.6666666666666666,1.0
2289,3,0,0,0
2290,20,1,1.0,1.0
2291,15,1,1.0,1.0
2292,14,0,0,0
2293,5,0,0,0
2294,15,1,0.0,1.0
2295,21,2,0.5,1.0
2296,6,2,0.5,0.5
2297,15,0,0,0
2298,7,1,1.0,1.0
2299,17,1,1.0,1.0
2300,24,3,1.0,1.0
2301,14,1,1.0,1.0
2302,16,1,1.0,1.0
2303,5,0,0,0
2304,15,2,0.0,0.0
2305,34,1,1.0,1.0
2306,21,0,0,0
2307,17,0,0,0
2308,21,0,0,0
2309,34,4,1.0,1.0
2310,19,1,1.0,1.0
2311,17,4,0.25,0.5
2312,10,1,1.0,1.0
2313,12,1,1.0,1.0
2314,14,3,1.0,1.0
2315,11,2,1.0,1.0
2316,26,4,1.0,1.0
2317,21,4,1.0,1.0
2318,10,0,0,0
2319,39,4,1.0,1.0
2320,78,4,1.0,1.0
2321,37,5,0.8,0.8
2322,7,1,0.0,1.0
2323,23,1,1.0,1.0
2324,25,3,1.0,1.0
2325,27,2,1.0,1.0
2326,15,2,1.0,1.0
2327,9,0,0,0
2328,10,1,1.0,1.0
2329,11,3,1.0,1.0
2330,28,6,0.8333333333333334,1.0
2331,33,1,1.0,1.0
2332,12,1,1.0,1.0
2333,13,1,1.0,1.0
2334,16,0,0,0
2335,10,3,0.6666666666666666,0.6666666666666666
2336,5,1,0.0,1.0
2337,13,2,0.5,0.5
2338,20,4,1.0,1.0
2339,32,4,1.0,1.0
2340,16,2,1.0,1.0
2341,18,3,1.0,1.0
2342,10,1,1.0,1.0
2343,28,5,1.0,1.0
2344,18,2,1.0,1.0
2345,19,3,1.0,1.0
2346,29,2,1.0,1.0
2347,35,6,1.0,0.8333333333333334
2348,25,5,1.0,1.0
2349,21,3,1.0,1.0
2350,7,0,0,0
2351,20,3,1.0,1.0
2352,21,0,0,0
2353,8,1,1.0,1.0
2354,8,1,1.0,1.0
2355,9,2,1.0,1.0
2356,27,2,1.0,1.0
2357,24,1,1.0,1.0
2358,15,3,1.0,1.0
2359,27,5,1.0,1.0
2360,12,2,1.0,1.0
2361,4,0,0,0
2362,18,2,1.0,1.0
2363,7,1,1.0,1.0
2364,16,1,1.0,1.0
2365,6,1,1.0,1.0
2366,21,4,0.0,1.0
2367,7,2,1.0,1.0
2368,15,3,1.0,1.0
2369,9,1,1.0,1.0
2370,10,1,1.0,1.0
2371,6,3,1.0,1.0
2372,17,3,1.0,1.0
2373,11,4,1.0,1.0
2374,10,2,1.0,1.0
2375,6,1,0.0,1.0
2376,7,2,1.0,1.0
2377,17,5,1.0,1.0
2378,19,2,0.0,1.0
2379,19,0,0,0
2380,18,2,1.0,1.0
2381,15,1,1.0,1.0
2382,40,1,0.0,1.0
2383,39,5,1.0,1.0
2384,20,0,0,0
2385,19,1,1.0,1.0
2386,7,0,0,0
2387,21,1,0.0,0.0
2388,21,1,1.0,1.0
2389,6,0,0,0
2390,3,0,0,0
2391,8,3,1.0,1.0
2392,19,2,1.0,1.0
2393,4,0,0,0
2394,23,1,1.0,1.0
2395,17,1,1.0,1.0
2396,10,0,0,0
2397,22,2,1.0,1.0
2398,4,1,1.0,1.0
2399,13,1,1.0,1.0
2400,11,1,1.0,1.0
2401,22,1,1.0,1.0
2402,11,1,1.0,1.0
2403,10,1,1.0,1.0
2404,9,2,0.5,0.0
2405,9,1,1.0,1.0
2406,9,0,0,0
2407,6,0,0,0
2408,27,1,1.0,1.0
2409,17,1,1.0,0.0
2410,8,1,1.0,1.0
2411,2,0,0,0
2412,11,2,1.0,1.0
2413,13,0,0,0
2414,8,0,0,0
2415,21,0,0,0
2416,32,0,0,0
2417,12,0,0,0
2418,14,0,0,0
2419,14,0,0,0
2420,8,1,1.0,1.0
2421,11,0,0,0
2422,27,3,0.3333333333333333,1.0
2423,5,0,0,0
2424,4,0,0,0
2425,11,0,0,0
2426,15,1,0.0,0.0
2427,11,0,0,0
2428,11,3,0.6666666666666666,1.0
2429,6,0,0,0
2430,44,6,0.8333333333333334,1.0
2431,34,4,1.0,1.0
2432,17,2,1.0,1.0
2433,9,0,0,0
2434,48,8,1.0,1.0
2435,22,2,1.0,1.0
2436,31,6,1.0,1.0
2437,9,1,1.0,1.0
2438,8,0,0,0
2439,8,0,0,0
2440,13,2,1.0,1.0
2441,7,0,0,0
2442,18,3,1.0,1.0
2443,7,1,1.0,1.0
2444,12,2,1.0,1.0
2445,17,2,1.0,1.0
2446,5,0,0,0
2447,8,0,0,0
2448,12,1,1.0,1.0
2449,21,0,0,0
2450,36,4,1.0,0.75
2451,14,0,0,0
2452,31,1,1.0,1.0
2453,2,1,1.0,1.0
2454,20,5,0.8,0.8
2455,15,4,1.0,1.0
2456,21,4,1.0,1.0
2457,13,2,1.0,1.0
2458,68,3,1.0,1.0
2459,28,2,1.0,1.0
2460,14,1,1.0,1.0
2461,32,5,0.8,1.0
2462,22,2,1.0,1.0
2463,25,0,0,0
2464,31,2,1.0,1.0
2465,19,1,1.0,1.0
2466,19,2,1.0,1.0
2467,45,6,1.0,0.8333333333333334
2468,20,0,0,0
2469,2,0,0,0
2470,25,3,1.0,1.0
2471,18,2,1.0,1.0
2472,2,1,1.0,1.0
2473,7,3,1.0,1.0
2474,5,1,1.0,1.0
2475,7,0,0,0
2476,79,9,0.8888888888888888,1.0
2477,35,3,1.0,1.0
2478,19,1,1.0,1.0
2479,23,1,1.0,1.0
2480,25,0,0,0
2481,66,10,1.0,1.0
2482,7,0,0,0
2483,6,1,1.0,1.0
2484,35,5,0.4,0.8
2485,28,8,0.625,0.5
2486,20,2,1.0,1.0
2487,34,4,1.0,1.0
2488,13,2,1.0,1.0
2489,17,4,0.75,0.5
2490,18,1,1.0,1.0
2491,30,2,1.0,0.5
2492,22,2,1.0,1.0
2493,20,1,1.0,1.0
2494,47,3,1.0,1.0
2495,26,1,1.0,1.0
2496,30,4,1.0,1.0
2497,44,2,1.0,1.0
2498,8,0,0,0
2499,22,1,1.0,1.0
2500,9,1,1.0,1.0
2501,14,2,1.0,1.0
2502,16,3,1.0,1.0
2503,32,3,1.0,1.0
2504,18,0,0,0
2505,18,3,1.0,1.0
2506,7,1,1.0,1.0
2507,16,0,0,0
2508,17,0,0,0
2509,28,3,1.0,1.0
2510,13,0,0,0
2511,24,2,1.0,1.0
2512,15,1,1.0,1.0
2513,5,0,0,0
2514,37,2,1.0,1.0
2515,7,0,0,0
2516,9,0,0,0
2517,24,0,0,0
2518,9,0,0,0
2519,31,3,0.6666666666666666,0.6666666666666666
2520,9,3,1.0,1.0
2521,30,3,1.0,1.0
2522,19,3,1.0,1.0
2523,19,2,1.0,1.0
2524,21,4,1.0,0.5
2525,8,2,1.0,1.0
2526,26,6,1.0,1.0
2527,6,2,1.0,1.0
2528,30,5,0.8,1.0
2529,18,4,1.0,1.0
2530,19,3,1.0,1.0
2531,28,5,1.0,1.0
2532,7,1,1.0,1.0
2533,10,1,0.0,0.0
2534,17,1,0.0,0.0
2535,21,6,0.8333333333333334,0.8333333333333334
2536,7,3,1.0,1.0
2537,21,3,1.0,0.6666666666666666
2538,23,6,0.8333333333333334,0.8333333333333334
2539,18,2,1.0,1.0
2540,26,3,0.6666666666666666,0.6666666666666666
2541,28,3,0.6666666666666666,0.6666666666666666
2542,27,4,1.0,1.0
2543,13,3,1.0,1.0
2544,10,1,1.0,1.0
2545,24,1,1.0,1.0
2546,8,2,1.0,1.0
2547,19,3,0.6666666666666666,0.6666666666666666
2548,27,4,1.0,1.0
2549,21,4,1.0,1.0
2550,11,2,1.0,1.0
2551,26,4,0.75,0.75
2552,18,4,1.0,1.0
2553,14,2,1.0,1.0
2554,41,5,1.0,1.0
2555,30,4,1.0,1.0
2556,31,4,0.75,0.75
2557,23,5,1.0,1.0
2558,19,4,1.0,1.0
2559,10,0,0,0
2560,22,4,1.0,1.0
2561,10,1,1.0,1.0
2562,25,2,1.0,1.0
2563,31,1,1.0,1.0
2564,16,3,1.0,1.0
2565,14,2,1.0,1.0
2566,12,2,0.5,1.0
2567,22,5,1.0,1.0
2568,8,3,1.0,1.0
2569,31,5,1.0,1.0
2570,26,3,1.0,1.0
2571,30,4,1.0,0.75
2572,28,3,1.0,1.0
2573,31,5,1.0,1.0
2574,12,2,1.0,1.0
2575,24,2,1.0,1.0
2576,27,4,0.75,0.75
2577,25,0,0,0
2578,18,2,1.0,1.0
2579,30,2,1.0,1.0
2580,19,2,1.0,1.0
2581,16,4,1.0,1.0
2582,29,2,1.0,1.0
2583,35,9,0.7777777777777778,0.7777777777777778
2584,19,3,1.0,1.0
2585,10,3,1.0,1.0
2586,36,1,1.0,1.0
2587,28,2,1.0,1.0
2588,33,1,1.0,1.0
2589,31,0,0,0
2590,20,1,1.0,1.0
2591,24,1,1.0,1.0
2592,31,4,1.0,1.0
2593,11,3,1.0,1.0
2594,20,4,1.0,1.0
2595,15,2,1.0,1.0
2596,26,3,1.0,1.0
2597,16,5,0.8,1.0
2598,18,3,1.0,1.0
2599,35,7,1.0,1.0
2600,21,4,1.0,1.0
2601,27,5,1.0,1.0
2602,24,6,1.0,1.0
2603,28,7,1.0,0.7142857142857143
2604,16,1,1.0,1.0
2605,13,1,1.0,1.0
2606,26,6,1.0,1.0
2607,17,4,1.0,1.0
2608,12,3,1.0,1.0
2609,12,2,1.0,1.0
2610,21,5,0.8,0.8
2611,15,2,1.0,1.0
2612,12,0,0,0
2613,22,3,1.0,1.0
2614,27,4,1.0,1.0
2615,26,2,0.5,1.0
2616,19,1,1.0,1.0
2617,23,2,1.0,1.0
2618,24,2,1.0,1.0
2619,12,2,1.0,1.0
2620,17,5,1.0,1.0
2621,16,4,1.0,1.0
2622,34,5,1.0,1.0
2623,44,4,0.75,0.75
2624,15,2,1.0,1.0
2625,13,3,1.0,1.0
2626,20,2,1.0,1.0
2627,19,4,1.0,1.0
2628,24,1,1.0,1.0
2629,15,0,0,0
2630,31,6,0.6666666666666666,0.8333333333333334
2631,42,4,0.75,0.75
2632,12,0,0,0
2633,34,5,0.6,0.6
2634,53,7,0.7142857142857143,0.8571428571428571
2635,23,2,1.0,1.0
2636,12,3,1.0,1.0
2637,46,6,1.0,1.0
2638,48,7,1.0,0.7142857142857143
2639,34,5,0.8,1.0
2640,48,4,1.0,1.0
2641,12,1,1.0,1.0
2642,20,1,1.0,1.0
2643,17,0,0,0
2644,24,1,1.0,1.0
2645,15,4,1.0,1.0
2646,7,0,0,0
2647,14,1,1.0,1.0
2648,70,8,0.75,0.75
2649,13,0,0,0
2650,17,0,0,0
2651,17,3,1.0,1.0
2652,70,9,1.0,1.0
2653,19,0,0,0
2654,21,1,1.0,1.0
2655,44,4,1.0,1.0
2656,63,4,1.0,1.0
2657,7,2,1.0,1.0
2658,20,5,1.0,1.0
2659,10,1,1.0,1.0
2660,7,1,1.0,1.0
2661,21,5,1.0,1.0
2662,23,3,0.6666666666666666,0.6666666666666666
2663,20,2,1.0,1.0
2664,14,2,1.0,1.0
2665,16,2,1.0,1.0
2666,20,3,1.0,1.0
2667,9,1,1.0,1.0
2668,8,1,1.0,1.0
2669,19,5,0.6,0.6
2670,10,1,1.0,1.0
2671,13,2,1.0,1.0
2672,13,3,1.0,1.0
2673,9,1,1.0,1.0
2674,14,3,1.0,1.0
2675,25,5,1.0,1.0
2676,30,5,1.0,0.6
2677,11,1,1.0,1.0
2678,40,9,1.0,1.0
2679,7,1,1.0,1.0
2680,29,6,1.0,1.0
2681,15,2,1.0,1.0
2682,26,4,1.0,1.0
2683,19,2,1.0,1.0
2684,30,5,0.8,0.8
2685,8,1,1.0,1.0
2686,15,2,1.0,1.0
2687,18,2,1.0,1.0
2688,8,3,1.0,1.0
2689,8,2,1.0,1.0
2690,11,2,1.0,1.0
2691,19,5,1.0,1.0
2692,33,4,1.0,1.0
2693,20,3,0.6666666666666666,1.0
2694,14,3,1.0,1.0
2695,18,3,1.0,1.0
2696,19,2,1.0,1.0
2697,13,0,0,0
2698,25,4,1.0,1.0
2699,15,2,1.0,1.0
2700,6,1,1.0,1.0
2701,5,1,0.0,1.0
2702,6,0,0,0
2703,24,2,1.0,0.5
2704,13,0,0,0
2705,4,1,1.0,1.0
2706,2,0,0,0
2707,12,3,1.0,1.0
2708,17,1,1.0,1.0
2709,31,1,1.0,1.0
2710,10,0,0,0
2711,2,0,0,0
2712,21,1,1.0,1.0
2713,10,1,1.0,1.0
2714,22,2,1.0,1.0
2715,14,0,0,0
2716,23,0,0,0
2717,2,0,0,0
2718,14,1,1.0,1.0
2719,7,1,1.0,1.0
2720,14,2,1.0,1.0
2721,14,1,1.0,1.0
2722,27,0,0,0
2723,2,0,0,0
2724,24,0,0,0
2725,11,2,0.5,0.5
2726,20,0,0,0
2727,4,1,1.0,1.0
2728,7,0,0,0
2729,6,0,0,0
2730,8,0,0,0
2731,7,0,0,0
2732,9,1,1.0,1.0
2733,18,2,1.0,1.0
2734,11,0,0,0
2735,7,1,1.0,1.0
2736,15,0,0,0
2737,12,1,1.0,1.0
2738,4,0,0,0
2739,12,0,0,0
2740,25,2,1.0,1.0
2741,12,0,0,0
2742,12,0,0,0
2743,47,0,0,0
2744,9,1,0.0,1.0
2745,12,0,0,0
2746,64,3,0.6666666666666666,1.0
2747,33,0,0,0
2748,60,6,0.8333333333333334,1.0
2749,25,0,0,0
2750,10,0,0,0
2751,15,1,1.0,1.0
2752,39,0,0,0
2753,20,1,0.0,1.0
2754,14,0,0,0
2755,12,0,0,0
2756,6,1,1.0,1.0
2757,28,0,0,0
2758,20,0,0,0
2759,34,0,0,0
2760,17,1,1.0,1.0
2761,8,2,1.0,1.0
2762,46,1,1.0,1.0
2763,14,0,0,0
2764,13,2,0.5,0.0
2765,14,2,1.0,1.0
2766,7,1,1.0,1.0
2767,23,3,1.0,1.0
2768,44,5,0.8,0.6
2769,8,0,0,0
2770,20,1,0.0,0.0
2771,13,2,1.0,1.0
2772,50,4,0.5,0.5
2773,30,4,0.25,0.25
2774,27,3,1.0,1.0
2775,16,1,1.0,1.0
2776,10,1,0.0,0.0
2777,8,0,0,0
2778,2,0,0,0
2779,27,3,1.0,1.0
2780,27,1,1.0,1.0
2781,31,3,1.0,0.6666666666666666
2782,7,1,0.0,1.0
2783,9,0,0,0
2784,2,0,0,0
2785,11,2,0.5,0.5
2786,12,2,0.5,0.5
2787,10,1,1.0,1.0
2788,29,0,0,0
2789,2,0,0,0
2790,21,1,1.0,1.0
2791,9,0,0,0
2792,9,1,1.0,1.0
2793,2,0,0,0
2794,7,0,0,0
2795,13,0,0,0
2796,2,0,0,0
2797,14,1,1.0,1.0
2798,18,3,0.6666666666666666,0.6666666666666666
2799,39,0,0,0
2800,2,0,0,0
2801,5,0,0,0
2802,9,0,0,0
2803,18,1,1.0,1.0
2804,2,0,0,0
2805,8,0,0,0
2806,33,3,1.0,1.0
2807,7,1,1.0,1.0
2808,18,1,1.0,1.0
2809,5,0,0,0
2810,5,0,0,0
2811,2,0,0,0
2812,8,1,1.0,1.0
2813,28,5,0.8,0.8
2814,13,0,0,0
2815,30,2,1.0,1.0
2816,17,1,1.0,1.0
2817,14,0,0,0
2818,27,0,0,0
2819,14,0,0,0
2820,25,0,0,0
2821,21,1,1.0,1.0
2822,10,0,0,0
2823,2,0,0,0
2824,13,1,1.0,1.0
2825,9,0,0,0
2826,20,1,1.0,1.0
2827,17,0,0,0
2828,4,0,0,0
2829,12,1,1.0,1.0
2830,23,0,0,0
2831,5,0,0,0
2832,2,0,0,0
2833,9,0,0,0
2834,22,1,1.0,1.0
2835,3,0,0,0
2836,2,0,0,0
2837,5,1,1.0,1.0
2838,2,0,0,0
2839,3,0,0,0
2840,11,2,0.5,0.5
2841,11,1,1.0,1.0
2842,14,1,1.0,1.0
2843,7,2,1.0,1.0
2844,7,0,0,0
2845,5,0,0,0
2846,28,1,1.0,1.0
2847,13,0,0,0
2848,10,0,0,0
2849,5,0,0,0
2850,4,0,0,0
2851,6,0,0,0
2852,8,0,0,0
2853,6,0,0,0
2854,76,4,0.75,1.0
2855,15,1,1.0,1.0
2856,23,0,0,0
2857,62,3,1.0,0.6666666666666666
2858,30,2,1.0,1.0
2859,2,0,0,0
2860,16,1,1.0,1.0
2861,10,0,0,0
2862,29,1,1.0,1.0
2863,25,2,1.0,1.0
2864,7,0,0,0
2865,30,1,1.0,1.0
2866,8,0,0,0
2867,41,0,0,0
2868,11,0,0,0
2869,7,0,0,0
2870,37,3,0.6666666666666666,0.6666666666666666
2871,29,1,1.0,1.0
2872,13,1,1.0,1.0
2873,22,1,1.0,1.0
2874,15,2,1.0,1.0
2875,3,0,0,0
2876,22,2,1.0,1.0
2877,2,0,0,0
2878,13,0,0,0
2879,56,1,1.0,1.0
2880,21,0,0,0
2881,29,2,1.0,1.0
2882,29,1,1.0,1.0
2883,8,1,1.0,1.0
2884,2,0,0,0
2885,59,7,1.0,1.0
2886,16,0,0,0
2887,2,0,0,0
2888,31,1,1.0,1.0
2889,5,0,0,0
2890,26,0,0,0
2891,2,0,0,0
2892,38,3,1.0,1.0
2893,25,0,0,0
2894,17,1,1.0,1.0
2895,8,1,0.0,1.0
2896,11,3,1.0,1.0
2897,16,2,0.5,1.0
2898,23,3,1.0,0.6666666666666666
2899,9,1,1.0,1.0
2900,50,2,1.0,1.0
2901,23,3,1.0,1.0
2902,35,4,1.0,1.0
2903,8,0,0,0
2904,17,1,1.0,1.0
2905,18,1,1.0,1.0
2906,17,0,0,0
2907,51,2,1.0,1.0
2908,58,3,1.0,1.0
2909,19,1,1.0,1.0
2910,20,0,0,0
2911,20,0,0,0
2912,9,0,0,0
2913,25,0,0,0
2914,14,0,0,0
2915,8,0,0,0
2916,6,0,0,0
2917,17,0,0,0
2918,35,0,0,0
2919,33,2,1.0,1.0
2920,13,0,0,0
2921,3,0,0,0
2922,11,1,1.0,1.0
2923,21,2,0.5,0.5
2924,38,4,0.75,0.5
2925,42,5,1.0,0.8
2926,10,2,1.0,1.0
2927,9,1,1.0,1.0
2928,5,0,0,0
2929,23,2,1.0,1.0
2930,8,0,0,0
2931,37,6,1.0,1.0
2932,12,1,1.0,1.0
2933,15,2,1.0,1.0
2934,26,4,1.0,0.75
2935,26,1,1.0,1.0
2936,13,0,0,0
2937,16,5,0.6,0.6
2938,14,1,1.0,1.0
2939,27,4,1.0,1.0
2940,16,3,1.0,0.6666666666666666
2941,19,3,1.0,1.0
2942,22,1,1.0,1.0
2943,14,3,1.0,1.0
2944,23,6,0.6666666666666666,0.6666666666666666
2945,14,2,0.5,0.5
2946,19,1,1.0,1.0
2947,7,1,1.0,1.0
2948,20,3,1.0,1.0
2949,14,2,1.0,1.0
2950,26,4,1.0,1.0
2951,20,5,1.0,1.0
2952,26,4,1.0,1.0
2953,25,3,1.0,1.0
2954,21,2,1.0,1.0
2955,18,1,1.0,1.0
2956,26,3,1.0,1.0
2957,21,3,1.0,1.0
2958,19,3,1.0,1.0
2959,10,2,1.0,1.0
2960,24,3,1.0,1.0
2961,20,2,0.5,1.0
2962,20,1,0.0,0.0
2963,22,1,1.0,1.0
2964,20,3,1.0,1.0
2965,26,6,1.0,1.0
2966,13,2,1.0,1.0
2967,13,3,1.0,1.0
2968,13,1,1.0,1.0
2969,17,2,1.0,1.0
2970,13,1,1.0,1.0
2971,9,1,1.0,1.0
2972,2,0,0,0
2973,4,0,0,0
2974,19,4,1.0,1.0
2975,9,0,0,0
2976,5,0,0,0
2977,7,0,0,0
2978,8,0,0,0
2979,5,0,0,0
2980,5,0,0,0
2981,39,5,1.0,1.0
2982,30,0,0,0
2983,18,1,1.0,1.0
2984,15,0,0,0
2985,7,0,0,0
2986,30,0,0,0
2987,19,1,1.0,1.0
2988,19,2,0.5,0.5
2989,5,0,0,0
2990,2,0,0,0
2991,4,0,0,0
2992,15,1,1.0,1.0
2993,3,0,0,0
2994,10,0,0,0
2995,9,1,1.0,1.0
2996,20,0,0,0
2997,18,1,1.0,1.0
2998,5,0,0,0
2999,8,0,0,0
3000,8,0,0,0
3001,6,0,0,0
3002,11,0,0,0
3003,8,0,0,0
3004,42,3,1.0,1.0
3005,6,0,0,0
3006,5,0,0,0
3007,12,3,1.0,1.0
3008,10,2,0.5,0.5
3009,13,2,1.0,1.0
3010,9,1,0.0,1.0
3011,10,1,0.0,1.0
3012,11,3,0.6666666666666666,1.0
3013,5,1,0.0,1.0
3014,21,4,1.0,1.0
3015,11,0,0,0
3016,17,3,1.0,1.0
3017,30,1,1.0,0.0
3018,14,3,1.0,1.0
3019,20,1,1.0,1.0
3020,17,3,0.3333333333333333,0.6666666666666666
3021,17,5,0.6,0.8
3022,9,2,1.0,1.0
3023,22,3,0.6666666666666666,1.0
3024,29,2,0.5,1.0
3025,24,5,1.0,1.0
3026,14,2,1.0,1.0
3027,29,3,0.6666666666666666,0.6666666666666666
3028,6,0,0,0
3029,8,0,0,0
3030,14,0,0,0
3031,7,0,0,0
3032,13,0,0,0
3033,10,1,1.0,1.0
3034,18,1,1.0,1.0
3035,22,0,0,0
3036,19,4,0.75,0.75
3037,18,1,0.0,1.0
3038,10,1,1.0,1.0
3039,31,2,1.0,1.0
3040,18,2,0.0,0.0
3041,5,0,0,0
3042,3,0,0,0
3043,3,1,1.0,1.0
3044,6,0,0,0
3045,4,0,0,0
3046,11,0,0,0
3047,15,0,0,0
3048,15,0,0,0
3049,17,2,1.0,1.0
3050,7,3,1.0,1.0
3051,10,0,0,0
3052,14,0,0,0
3053,4,0,0,0
3054,34,0,0,0
3055,14,3,0.6666666666666666,0.6666666666666666
3056,29,2,1.0,1.0
3057,18,0,0,0
3058,13,0,0,0
3059,35,8,0.875,1.0
3060,5,0,0,0
3061,15,0,0,0
3062,8,3,1.0,1.0
3063,18,2,0.5,1.0
3064,28,5,1.0,1.0
3065,20,2,1.0,1.0
3066,18,3,1.0,1.0
3067,23,2,1.0,1.0
3068,19,3,1.0,1.0
3069,14,0,0,0
3070,24,3,1.0,1.0
3071,14,2,1.0,1.0
3072,15,2,0.5,0.5
3073,12,3,1.0,1.0
3074,14,3,1.0,1.0
3075,10,0,0,0
3076,12,1,1.0,1.0
3077,4,1,1.0,1.0
3078,47,7,1.0,1.0
3079,27,5,1.0,1.0
3080,24,2,1.0,1.0
3081,29,4,1.0,1.0
3082,19,5,0.8,1.0
3083,16,0,0,0
3084,11,0,0,0
3085,27,1,0.0,1.0
3086,44,1,0.0,1.0
3087,12,4,1.0,1.0
3088,30,5,1.0,1.0
3089,19,1,1.0,1.0
3090,10,1,1.0,1.0
3091,17,3,1.0,1.0
3092,15,3,1.0,1.0
3093,10,1,1.0,1.0
3094,11,1,1.0,1.0
3095,20,3,1.0,1.0
3096,5,1,1.0,1.0
3097,11,0,0,0
3098,15,3,1.0,0.6666666666666666
3099,35,6,0.3333333333333333,1.0
3100,8,2,0.5,0.5
3101,10,2,0.5,0.5
3102,15,1,1.0,1.0
3103,24,4,0.25,0.5
3104,8,0,0,0
3105,12,3,1.0,0.6666666666666666
3106,9,0,0,0
3107,28,5,1.0,1.0
3108,26,1,1.0,1.0
3109,14,2,1.0,1.0
3110,14,1,1.0,1.0
3111,35,0,0,0
3112,17,6,0.8333333333333334,1.0
3113,16,1,0.0,1.0
3114,9,1,0.0,1.0
3115,25,3,1.0,1.0
3116,5,1,0.0,0.0
3117,4,0,0,0
3118,18,1,1.0,0.0
3119,23,0,0,0
3120,14,0,0,0
3121,12,1,1.0,1.0
3122,7,1,0.0,1.0
3123,14,0,0,0
3124,7,0,0,0
3125,26,0,0,0
3126,7,0,0,0
3127,39,4,1.0,0.75
3128,7,0,0,0
3129,31,2,0.5,1.0
3130,45,2,1.0,0.5
3131,8,0,0,0
3132,12,0,0,0
3133,13,1,1.0,1.0
3134,11,0,0,0
3135,19,0,0,0
3136,4,0,0,0
3137,4,0,0,0
3138,5,0,0,0
3139,6,0,0,0
3140,7,0,0,0
3141,4,0,0,0
3142,2,0,0,0
3143,12,1,1.0,1.0
3144,20,2,1.0,1.0
3145,22,1,1.0,1.0
3146,17,1,1.0,1.0
3147,15,2,1.0,1.0
3148,16,0,0,0
3149,9,1,1.0,1.0
3150,24,4,0.5,1.0
3151,12,0,0,0
3152,15,1,0.0,1.0
3153,12,1,1.0,1.0
3154,12,0,0,0
3155,8,0,0,0
3156,17,1,0.0,1.0
3157,11,1,1.0,1.0
3158,52,4,1.0,1.0
3159,21,3,1.0,1.0
3160,7,1,0.0,1.0
3161,5,1,1.0,1.0
3162,20,2,0.5,0.5
3163,24,1,1.0,1.0
3164,28,0,0,0
3165,11,2,1.0,1.0
3166,16,0,0,0
3167,9,0,0,0
3168,29,1,0.0,0.0
3169,6,0,0,0
3170,21,3,0.6666666666666666,1.0
3171,24,1,1.0,1.0
3172,15,2,1.0,1.0
3173,14,0,0,0
3174,16,5,0.8,0.8
3175,18,1,1.0,1.0
3176,15,1,1.0,1.0
3177,8,0,0,0
3178,6,1,0.0,0.0
3179,25,0,0,0
3180,20,3,1.0,0.6666666666666666
3181,2,0,0,0
3182,37,2,0.5,1.0
3183,18,0,0,0
3184,7,0,0,0
3185,5,0,0,0
3186,2,0,0,0
3187,7,1,1.0,1.0
3188,26,2,0.5,1.0
3189,21,0,0,0
3190,12,0,0,0
3191,2,0,0,0
3192,9,1,1.0,1.0
3193,26,0,0,0
3194,5,0,0,0
3195,5,0,0,0
3196,10,0,0,0
