sentid, sentlen, numents, percentcorrect_spacy, percentcorrect_stanza
1161,18,1,1.0,1.0
1162,20,2,1.0,1.0
1163,10,1,1.0,1.0
1164,17,0,0,0
1165,37,3,1.0,1.0
1166,7,0,0,0
1167,18,2,0.5,1.0
1168,13,2,1.0,1.0
1169,36,3,1.0,1.0
1170,15,2,1.0,1.0
1171,5,0,0,0
1172,8,0,0,0
1173,28,3,0.3333333333333333,0.6666666666666666
1174,47,4,1.0,1.0
1175,8,0,0,0
1176,21,2,1.0,1.0
1177,13,1,1.0,1.0
1178,7,1,1.0,1.0
1179,4,0,0,0
1180,21,1,1.0,1.0
1181,4,0,0,0
1182,13,1,1.0,1.0
1183,5,0,0,0
1184,13,1,1.0,1.0
1185,17,1,0.0,0.0
1186,11,1,1.0,1.0
1187,22,1,1.0,1.0
1188,6,0,0,0
1189,10,0,0,0
1190,9,0,0,0
1191,9,0,0,0
1192,6,0,0,0
1193,39,2,0.5,0.5
1194,8,1,1.0,1.0
1195,20,2,1.0,1.0
1196,19,1,1.0,1.0
1197,14,1,0.0,1.0
1198,7,0,0,0
1199,17,4,1.0,1.0
1200,9,1,1.0,1.0
1201,6,0,0,0
1202,15,2,1.0,1.0
1203,15,0,0,0
1204,27,0,0,0
1205,14,0,0,0
1206,9,2,0.5,0.5
1207,12,2,0.5,1.0
1208,18,0,0,0
1209,3,0,0,0
1210,9,0,0,0
1211,9,0,0,0
1212,11,0,0,0
1213,26,3,1.0,1.0
1214,15,1,0.0,1.0
1215,18,2,1.0,1.0
1216,19,0,0,0
1217,31,2,1.0,1.0
1218,7,0,0,0
1219,11,0,0,0
1220,6,0,0,0
1221,4,0,0,0
1222,7,0,0,0
1223,12,0,0,0
1224,10,0,0,0
1225,5,0,0,0
1226,2,0,0,0
1227,16,0,0,0
1228,18,1,1.0,1.0
1229,15,0,0,0
1230,11,0,0,0
1231,9,1,0.0,0.0
1232,81,3,0.6666666666666666,0.6666666666666666
1233,9,0,0,0
1234,6,0,0,0
1235,3,0,0,0
1236,28,2,1.0,1.0
1237,18,0,0,0
1238,6,0,0,0
1239,9,0,0,0
1240,19,0,0,0
1241,10,0,0,0
1242,11,0,0,0
1243,10,1,1.0,1.0
1244,5,0,0,0
1245,14,2,1.0,1.0
1246,9,0,0,0
1247,4,0,0,0
1248,5,0,0,0
1249,6,0,0,0
1250,5,0,0,0
1251,16,0,0,0
1252,8,0,0,0
1253,13,0,0,0
1254,15,0,0,0
1255,9,0,0,0
1256,14,0,0,0
1257,11,0,0,0
1258,5,0,0,0
1259,6,0,0,0
1260,5,0,0,0
1261,4,0,0,0
1262,20,1,1.0,1.0
1263,27,6,0.8333333333333334,1.0
1264,18,1,0.0,1.0
1265,5,2,1.0,1.0
1266,12,1,1.0,1.0
1267,9,0,0,0
1268,10,1,1.0,1.0
1269,10,1,1.0,1.0
1270,25,2,0.5,1.0
1271,35,0,0,0
1272,19,1,1.0,1.0
1273,69,4,1.0,1.0
1274,12,0,0,0
1275,54,2,0.5,1.0
1276,17,0,0,0
1277,19,0,0,0
1278,12,1,1.0,1.0
1279,6,1,1.0,1.0
1280,4,0,0,0
1281,8,0,0,0
1282,13,0,0,0
1283,18,1,1.0,1.0
1284,13,1,1.0,1.0
1285,12,1,0.0,1.0
1286,9,1,1.0,1.0
1287,15,1,1.0,1.0
1288,6,0,0,0
1289,54,2,0.5,1.0
1290,22,1,1.0,1.0
1291,7,0,0,0
1292,9,0,0,0
1293,4,0,0,0
1294,5,0,0,0
1295,11,2,1.0,1.0
1296,83,4,1.0,1.0
1297,44,3,1.0,1.0
1298,11,0,0,0
1299,23,0,0,0
1300,27,2,0.5,0.5
1301,4,0,0,0
1302,16,1,0.0,0.0
1303,7,0,0,0
1304,37,1,1.0,1.0
1305,56,3,1.0,1.0
1306,20,0,0,0
1307,14,1,1.0,1.0
1308,5,0,0,0
1309,9,1,1.0,1.0
1310,4,0,0,0
1311,4,0,0,0
1312,7,0,0,0
1313,8,1,0.0,0.0
1314,6,0,0,0
1315,8,0,0,0
1316,4,0,0,0
1317,7,0,0,0
1318,6,0,0,0
1319,11,1,1.0,1.0
1320,8,0,0,0
1321,6,1,1.0,1.0
1322,8,1,0.0,1.0
1323,8,0,0,0
1324,7,0,0,0
1325,8,0,0,0
1326,6,0,0,0
1327,6,0,0,0
1328,10,0,0,0
1329,12,0,0,0
1330,7,0,0,0
1331,5,0,0,0
1332,9,1,0.0,1.0
1333,15,0,0,0
1334,6,0,0,0
1335,6,0,0,0
1336,4,0,0,0
1337,12,1,1.0,1.0
1338,7,0,0,0
1339,12,0,0,0
1340,14,0,0,0
1341,8,0,0,0
1342,5,0,0,0
1343,7,0,0,0
1344,17,3,1.0,1.0
1345,12,3,1.0,1.0
1346,22,4,0.75,0.75
1347,9,1,0.0,0.0
1348,5,0,0,0
1349,6,2,1.0,1.0
1350,7,3,1.0,0.3333333333333333
1351,14,3,1.0,1.0
1352,19,2,0.5,0.5
1353,22,1,1.0,1.0
1354,9,1,1.0,1.0
1355,15,1,0.0,1.0
1356,11,0,0,0
1357,7,0,0,0
1358,4,0,0,0
1359,15,0,0,0
1360,7,1,1.0,1.0
1361,18,0,0,0
1362,18,0,0,0
1363,28,0,0,0
1364,13,0,0,0
1365,26,0,0,0
1366,8,0,0,0
1367,6,1,1.0,1.0
1368,9,1,1.0,1.0
1369,9,2,1.0,0.5
1370,6,2,1.0,1.0
1371,7,0,0,0
1372,24,1,1.0,1.0
1373,6,1,1.0,1.0
1374,11,1,1.0,1.0
1375,10,2,0.5,0.5
1376,5,1,1.0,1.0
1377,20,1,1.0,1.0
1378,17,5,1.0,1.0
1379,7,1,1.0,1.0
1380,16,3,0.6666666666666666,0.6666666666666666
1381,15,3,1.0,1.0
1382,7,0,0,0
1383,9,0,0,0
1384,5,1,1.0,1.0
1385,5,1,1.0,1.0
1386,23,4,0.25,0.75
1387,14,1,0.0,1.0
1388,4,0,0,0
1389,13,2,1.0,1.0
1390,31,6,0.6666666666666666,1.0
1391,40,7,0.8571428571428571,1.0
1392,28,4,0.75,1.0
1393,9,1,1.0,1.0
1394,15,3,1.0,1.0
1395,18,2,0.5,1.0
1396,18,0,0,0
1397,28,4,1.0,1.0
1398,5,1,0.0,0.0
1399,8,0,0,0
1400,4,0,0,0
1401,25,2,1.0,1.0
1402,22,2,1.0,1.0
1403,17,3,1.0,1.0
1404,22,4,1.0,1.0
1405,36,3,1.0,1.0
1406,5,0,0,0
1407,3,0,0,0
1408,6,0,0,0
1409,40,0,0,0
1410,9,0,0,0
1411,17,3,1.0,1.0
1412,21,0,0,0
1413,17,2,0.5,0.5
1414,15,1,1.0,1.0
1415,15,0,0,0
1416,10,0,0,0
1417,13,1,0.0,0.0
1418,55,6,1.0,1.0
1419,5,0,0,0
1420,11,0,0,0
1421,15,0,0,0
1422,10,1,1.0,1.0
1423,17,1,1.0,1.0
1424,65,6,1.0,0.8333333333333334
1425,33,2,1.0,1.0
1426,9,1,1.0,1.0
1427,41,3,0.6666666666666666,0.6666666666666666
1428,2,0,0,0
1429,36,5,0.8,1.0
1430,2,0,0,0
1431,10,0,0,0
1432,26,1,1.0,1.0
1433,16,1,1.0,1.0
1434,45,5,0.8,0.8
1435,11,0,0,0
1436,9,0,0,0
1437,7,0,0,0
1438,15,1,0.0,0.0
1439,8,0,0,0
1440,8,0,0,0
1441,8,0,0,0
1442,25,2,1.0,1.0
1443,11,0,0,0
1444,25,3,1.0,1.0
1445,8,0,0,0
1446,4,0,0,0
1447,23,1,1.0,1.0
1448,17,2,1.0,1.0
1449,4,0,0,0
1450,4,0,0,0
1451,5,0,0,0
1452,12,0,0,0
1453,18,2,1.0,1.0
1454,12,0,0,0
1455,7,0,0,0
1456,9,0,0,0
1457,7,0,0,0
1458,9,0,0,0
1459,12,0,0,0
1460,18,0,0,0
1461,31,1,1.0,1.0
1462,37,5,1.0,1.0
1463,20,1,1.0,1.0
1464,6,0,0,0
1465,16,0,0,0
1466,6,1,1.0,1.0
1467,11,0,0,0
1468,20,1,1.0,1.0
1469,28,3,1.0,1.0
1470,34,4,0.75,0.75
1471,6,0,0,0
1472,16,1,1.0,1.0
1473,20,0,0,0
1474,35,5,1.0,1.0
1475,31,4,1.0,1.0
1476,16,2,1.0,1.0
1477,36,3,1.0,1.0
1478,4,0,0,0
1479,19,2,1.0,1.0
1480,7,0,0,0
1481,24,0,0,0
1482,46,4,1.0,1.0
1483,33,1,1.0,1.0
1484,15,0,0,0
1485,20,0,0,0
1486,2,0,0,0
1487,42,1,0.0,1.0
1488,7,0,0,0
1489,6,0,0,0
1490,15,2,1.0,1.0
1491,14,0,0,0
1492,24,2,0.5,0.5
1493,11,0,0,0
1494,10,1,1.0,1.0
1495,24,1,0.0,0.0
1496,8,0,0,0
1497,10,0,0,0
1498,40,1,1.0,1.0
1499,8,0,0,0
1500,15,0,0,0
1501,35,1,0.0,0.0
1502,3,0,0,0
1503,7,1,0.0,1.0
1504,27,3,0.6666666666666666,1.0
1505,11,1,1.0,1.0
1506,35,2,0.5,1.0
1507,7,0,0,0
1508,23,2,1.0,1.0
1509,7,1,1.0,1.0
1510,2,1,1.0,1.0
1511,1,0,0,0
1512,9,1,1.0,1.0
1513,17,2,1.0,1.0
1514,45,2,1.0,1.0
1515,14,1,1.0,1.0
1516,23,0,0,0
1517,21,0,0,0
1518,8,0,0,0
1519,44,0,0,0
1520,10,0,0,0
1521,15,0,0,0
1522,12,1,1.0,1.0
1523,3,0,0,0
1524,13,1,1.0,1.0
1525,7,0,0,0
1526,15,0,0,0
1527,9,0,0,0
1528,10,0,0,0
1529,15,0,0,0
1530,28,1,1.0,1.0
1531,6,0,0,0
1532,5,0,0,0
1533,21,2,0.0,0.0
1534,5,0,0,0
1535,3,0,0,0
1536,8,1,1.0,1.0
1537,40,0,0,0
1538,18,0,0,0
1539,8,0,0,0
1540,14,0,0,0
1541,31,4,1.0,1.0
1542,5,0,0,0
1543,19,1,1.0,1.0
1544,4,0,0,0
1545,26,2,0.5,0.5
1546,4,0,0,0
1547,6,1,1.0,1.0
1548,41,5,1.0,1.0
1549,23,4,0.75,1.0
1550,22,0,0,0
1551,14,2,0.5,1.0
1552,22,0,0,0
1553,9,1,1.0,1.0
1554,21,3,1.0,1.0
1555,10,0,0,0
1556,2,0,0,0
1557,34,1,1.0,1.0
1558,11,0,0,0
1559,23,0,0,0
1560,9,0,0,0
1561,5,0,0,0
1562,7,0,0,0
1563,4,0,0,0
1564,5,0,0,0
1565,10,1,1.0,1.0
1566,11,0,0,0
1567,27,1,1.0,1.0
1568,6,1,1.0,1.0
1569,61,9,1.0,1.0
1570,8,0,0,0
1571,35,5,0.8,1.0
1572,9,0,0,0
1573,6,1,1.0,1.0
1574,6,1,1.0,1.0
1575,5,0,0,0
1576,9,0,0,0
1577,9,1,1.0,1.0
1578,3,1,1.0,0.0
1579,3,1,1.0,0.0
1580,17,0,0,0
1581,5,0,0,0
1582,11,0,0,0
1583,18,2,1.0,1.0
1584,32,1,1.0,1.0
1585,20,0,0,0
1586,14,2,1.0,1.0
1587,35,3,1.0,1.0
1588,10,0,0,0
1589,22,3,1.0,0.3333333333333333
1590,15,2,1.0,1.0
1591,16,1,0.0,1.0
1592,8,1,1.0,1.0
1593,4,0,0,0
1594,4,0,0,0
1595,2,0,0,0
1596,6,0,0,0
1597,4,0,0,0
1598,4,0,0,0
1599,4,0,0,0
1600,5,0,0,0
1601,39,2,1.0,1.0
1602,11,1,1.0,1.0
1603,55,2,1.0,1.0
1604,17,0,0,0
1605,13,0,0,0
1606,5,0,0,0
1607,10,1,1.0,1.0
1608,7,0,0,0
1609,7,0,0,0
1610,8,0,0,0
1611,9,0,0,0
1612,11,0,0,0
1613,11,1,1.0,1.0
1614,11,1,1.0,1.0
1615,11,0,0,0
1616,8,0,0,0
1617,11,0,0,0
1618,17,2,0.5,1.0
1619,9,0,0,0
1620,5,0,0,0
1621,15,2,1.0,1.0
1622,2,0,0,0
1623,20,0,0,0
1624,9,0,0,0
1625,3,0,0,0
1626,16,4,1.0,1.0
1627,14,1,1.0,1.0
1628,17,5,0.6,0.8
1629,11,2,1.0,1.0
1630,3,0,0,0
1631,36,1,1.0,0.0
1632,18,4,1.0,1.0
1633,15,2,1.0,1.0
1634,27,5,1.0,0.8
1635,38,2,1.0,1.0
1636,32,0,0,0
1637,14,2,0.5,0.5
1638,14,3,1.0,1.0
1639,2,0,0,0
1640,8,1,1.0,1.0
1641,45,6,0.8333333333333334,0.8333333333333334
1642,27,2,1.0,1.0
1643,16,0,0,0
1644,14,1,1.0,1.0
1645,17,1,1.0,1.0
1646,17,2,0.5,0.5
1647,6,0,0,0
1648,23,2,0.5,0.5
1649,22,2,1.0,1.0
1650,5,0,0,0
1651,18,1,1.0,1.0
1652,13,0,0,0
1653,16,0,0,0
1654,5,0,0,0
1655,13,2,1.0,1.0
1656,6,0,0,0
1657,6,0,0,0
1658,11,0,0,0
1659,5,1,1.0,0.0
1660,5,0,0,0
1661,5,0,0,0
1662,6,0,0,0
1663,6,0,0,0
1664,7,1,1.0,1.0
1665,8,1,1.0,1.0
1666,15,3,0.6666666666666666,0.6666666666666666
1667,18,3,0.6666666666666666,0.6666666666666666
1668,17,1,0.0,0.0
1669,18,1,1.0,1.0
1670,5,0,0,0
1671,14,1,1.0,0.0
1672,41,2,1.0,1.0
1673,46,3,0.6666666666666666,0.6666666666666666
1674,22,4,1.0,1.0
1675,17,1,1.0,1.0
1676,16,1,1.0,1.0
1677,7,1,1.0,1.0
1678,3,0,0,0
1679,21,1,1.0,1.0
1680,4,0,0,0
1681,16,2,0.5,0.5
1682,24,4,1.0,1.0
1683,7,1,1.0,1.0
1684,20,2,1.0,0.5
1685,13,1,0.0,0.0
1686,46,4,0.5,0.5
1687,56,6,0.8333333333333334,1.0
1688,20,1,1.0,1.0
1689,11,0,0,0
1690,10,0,0,0
1691,3,0,0,0
1692,28,4,1.0,0.75
1693,4,0,0,0
1694,7,0,0,0
1695,6,0,0,0
1696,16,1,1.0,1.0
1697,11,2,1.0,1.0
1698,26,3,1.0,1.0
1699,18,2,1.0,1.0
1700,8,1,0.0,1.0
1701,31,3,0.6666666666666666,0.6666666666666666
1702,23,6,0.8333333333333334,0.8333333333333334
1703,4,0,0,0
1704,5,1,1.0,1.0
1705,10,1,1.0,1.0
1706,27,3,1.0,1.0
1707,5,0,0,0
1708,15,2,1.0,1.0
1709,2,0,0,0
1710,9,0,0,0
1711,33,2,0.5,0.5
1712,13,0,0,0
1713,6,0,0,0
1714,22,1,1.0,1.0
1715,13,0,0,0
1716,6,0,0,0
1717,5,0,0,0
1718,18,3,1.0,1.0
1719,4,0,0,0
1720,24,5,1.0,0.8
1721,10,0,0,0
1722,12,2,0.5,0.5
1723,10,2,1.0,1.0
1724,5,0,0,0
1725,8,1,1.0,1.0
1726,11,1,1.0,1.0
1727,9,2,1.0,1.0
1728,13,2,0.5,0.5
1729,24,3,0.3333333333333333,0.6666666666666666
1730,22,4,1.0,1.0
1731,13,2,1.0,1.0
1732,6,0,0,0
1733,18,2,1.0,1.0
1734,16,1,1.0,1.0
1735,4,0,0,0
1736,21,3,1.0,0.0
1737,17,3,1.0,1.0
1738,8,2,1.0,0.0
1739,15,2,1.0,1.0
1740,7,1,1.0,1.0
1741,5,1,1.0,1.0
1742,12,1,1.0,1.0
1743,10,2,1.0,1.0
1744,10,2,1.0,1.0
1745,20,2,0.0,0.0
1746,17,2,0.5,1.0
1747,44,2,1.0,1.0
1748,9,0,0,0
1749,36,5,1.0,0.8
1750,4,1,1.0,1.0
1751,6,1,1.0,1.0
1752,3,0,0,0
1753,41,5,1.0,0.6
1754,25,3,1.0,1.0
1755,9,0,0,0
1756,4,0,0,0
1757,6,1,1.0,1.0
1758,11,0,0,0
1759,15,0,0,0
1760,6,0,0,0
1761,9,0,0,0
1762,19,1,1.0,1.0
1763,9,0,0,0
1764,17,1,1.0,1.0
1765,22,2,1.0,1.0
1766,28,3,0.3333333333333333,0.3333333333333333
1767,19,2,0.5,1.0
1768,7,0,0,0
1769,7,0,0,0
1770,10,0,0,0
1771,4,0,0,0
1772,7,1,1.0,1.0
1773,2,0,0,0
1774,6,0,0,0
1775,4,0,0,0
1776,21,4,0.75,1.0
1777,17,0,0,0
1778,2,0,0,0
1779,8,0,0,0
1780,5,1,1.0,1.0
1781,18,1,1.0,1.0
1782,4,1,1.0,1.0
1783,18,2,1.0,0.5
1784,6,0,0,0
1785,21,2,1.0,1.0
1786,12,0,0,0
1787,34,1,0.0,1.0
1788,6,0,0,0
1789,14,0,0,0
1790,7,1,1.0,1.0
1791,9,1,1.0,1.0
1792,8,1,0.0,1.0
1793,10,0,0,0
1794,3,0,0,0
1795,16,1,0.0,1.0
1796,6,0,0,0
1797,3,0,0,0
1798,7,0,0,0
1799,26,1,1.0,0.0
1800,25,1,1.0,1.0
1801,13,1,0.0,1.0
1802,26,1,0.0,1.0
1803,18,0,0,0
1804,16,0,0,0
1805,10,0,0,0
1806,5,0,0,0
1807,2,0,0,0
1808,11,0,0,0
1809,4,0,0,0
1810,5,0,0,0
1811,18,0,0,0
1812,31,2,0.5,1.0
1813,13,1,1.0,1.0
1814,5,0,0,0
1815,17,1,1.0,1.0
1816,20,2,1.0,1.0
1817,31,1,1.0,1.0
1818,18,2,0.5,1.0
1819,7,0,0,0
1820,7,0,0,0
1821,17,0,0,0
1822,18,1,0.0,1.0
1823,6,0,0,0
1824,24,0,0,0
1825,12,1,1.0,1.0
1826,17,0,0,0
1827,16,0,0,0
1828,12,0,0,0
1829,6,0,0,0
1830,8,0,0,0
1831,12,1,1.0,1.0
1832,10,1,1.0,1.0
1833,16,1,1.0,1.0
1834,17,0,0,0
1835,27,0,0,0
1836,19,0,0,0
1837,12,0,0,0
1838,8,1,1.0,1.0
1839,5,0,0,0
1840,4,0,0,0
1841,4,0,0,0
1842,11,0,0,0
1843,41,8,1.0,0.875
1844,11,0,0,0
1845,9,0,0,0
1846,14,0,0,0
1847,2,0,0,0
1848,14,1,0.0,1.0
1849,9,2,0.0,0.5
1850,32,2,0.5,1.0
1851,24,1,1.0,1.0
1852,21,0,0,0
1853,17,1,1.0,1.0
1854,6,0,0,0
1855,15,0,0,0
1856,32,2,1.0,1.0
1857,27,4,1.0,1.0
1858,23,3,1.0,1.0
1859,1,0,0,0
1860,35,1,1.0,1.0
1861,28,0,0,0
1862,30,5,0.8,1.0
1863,7,0,0,0
1864,20,1,1.0,1.0
1865,9,0,0,0
1866,16,4,1.0,0.5
1867,11,1,1.0,1.0
1868,19,1,1.0,1.0
1869,15,0,0,0
1870,11,0,0,0
1871,10,0,0,0
1872,9,1,1.0,1.0
1873,12,0,0,0
1874,13,2,1.0,1.0
1875,11,0,0,0
1876,6,0,0,0
1877,20,1,1.0,1.0
1878,23,0,0,0
1879,2,0,0,0
1880,8,0,0,0
1881,10,0,0,0
1882,42,1,0.0,0.0
1883,9,0,0,0
1884,20,1,0.0,1.0
1885,4,0,0,0
1886,10,0,0,0
1887,15,1,1.0,1.0
1888,15,1,1.0,1.0
1889,10,0,0,0
1890,18,1,0.0,0.0
1891,9,0,0,0
1892,3,0,0,0
1893,23,0,0,0
1894,12,3,1.0,1.0
1895,7,0,0,0
1896,10,2,1.0,1.0
1897,5,0,0,0
1898,1,0,0,0
1899,11,1,0.0,1.0
1900,19,3,0.0,0.0
1901,2,0,0,0
1902,5,0,0,0
1903,11,0,0,0
1904,15,2,1.0,1.0
1905,9,1,1.0,1.0
1906,23,4,0.75,0.75
1907,26,3,1.0,1.0
1908,14,1,1.0,1.0
1909,19,1,0.0,1.0
1910,11,1,0.0,1.0
1911,20,0,0,0
1912,7,0,0,0
1913,6,0,0,0
1914,19,0,0,0
1915,25,0,0,0
1916,34,0,0,0
1917,2,0,0,0
1918,2,0,0,0
1919,2,0,0,0
1920,5,0,0,0
1921,7,0,0,0
1922,26,0,0,0
1923,11,1,1.0,1.0
1924,10,0,0,0
1925,16,0,0,0
1926,10,0,0,0
1927,10,0,0,0
1928,33,1,1.0,1.0
1929,4,0,0,0
1930,8,1,0.0,1.0
1931,20,1,0.0,1.0
1932,7,0,0,0
1933,4,1,1.0,0.0
1934,4,1,1.0,1.0
1935,23,0,0,0
1936,3,0,0,0
1937,5,0,0,0
1938,8,0,0,0
1939,16,1,1.0,1.0
1940,8,0,0,0
1941,5,2,0.5,0.5
1942,5,0,0,0
1943,7,1,0.0,1.0
1944,13,0,0,0
1945,22,1,1.0,1.0
1946,47,0,0,0
1947,27,1,0.0,1.0
1948,18,0,0,0
1949,13,1,1.0,1.0
1950,8,1,0.0,0.0
1951,6,0,0,0
1952,1,0,0,0
1953,7,0,0,0
1954,6,0,0,0
1955,21,0,0,0
1956,4,0,0,0
1957,7,0,0,0
1958,6,0,0,0
1959,1,0,0,0
1960,7,1,1.0,1.0
1961,26,1,1.0,1.0
1962,7,0,0,0
1963,40,4,1.0,1.0
1964,9,0,0,0
1965,7,0,0,0
1966,10,0,0,0
1967,8,0,0,0
1968,34,0,0,0
1969,41,3,1.0,0.6666666666666666
1970,22,2,1.0,1.0
1971,15,2,1.0,1.0
1972,6,0,0,0
1973,20,1,1.0,1.0
1974,26,0,0,0
1975,56,3,1.0,1.0
1976,3,0,0,0
1977,9,0,0,0
1978,13,0,0,0
1979,7,0,0,0
1980,11,2,1.0,1.0
1981,11,1,0.0,1.0
1982,6,0,0,0
1983,3,0,0,0
1984,7,0,0,0
1985,12,0,0,0
1986,12,0,0,0
1987,7,0,0,0
1988,15,1,1.0,1.0
1989,13,0,0,0
1990,29,1,1.0,1.0
1991,31,1,1.0,1.0
1992,24,0,0,0
1993,13,0,0,0
1994,3,1,1.0,0.0
1995,16,1,1.0,1.0
1996,11,0,0,0
1997,28,3,1.0,1.0
1998,8,0,0,0
1999,29,2,1.0,1.0
2000,13,1,0.0,1.0
2001,18,0,0,0
2002,8,0,0,0
2003,23,1,1.0,0.0
2004,22,2,1.0,1.0
2005,27,3,0.6666666666666666,1.0
2006,10,0,0,0
2007,18,0,0,0
2008,8,0,0,0
2009,46,8,0.75,0.625
2010,29,0,0,0
2011,25,3,1.0,1.0
2012,15,1,0.0,0.0
2013,19,1,1.0,1.0
2014,9,3,1.0,1.0
2015,35,6,1.0,1.0
2016,27,2,0.5,0.5
2017,13,0,0,0
2018,23,0,0,0
2019,13,1,1.0,1.0
2020,14,3,1.0,1.0
2021,19,0,0,0
2022,25,5,0.8,0.6
2023,7,0,0,0
2024,5,0,0,0
2025,3,1,0.0,1.0
2026,16,0,0,0
2027,14,1,1.0,1.0
2028,7,1,1.0,1.0
2029,13,1,1.0,0.0
2030,5,0,0,0
2031,27,4,0.75,1.0
2032,11,1,1.0,1.0
2033,23,4,0.5,0.5
2034,9,1,0.0,1.0
2035,11,2,1.0,1.0
2036,8,0,0,0
2037,19,4,1.0,1.0
2038,12,2,1.0,1.0
2039,6,2,1.0,1.0
2040,17,1,1.0,1.0
2041,26,1,1.0,1.0
2042,20,2,1.0,1.0
2043,23,1,1.0,1.0
2044,15,0,0,0
2045,23,0,0,0
2046,8,3,1.0,1.0
2047,5,1,0.0,0.0
2048,5,1,1.0,1.0
2049,29,5,1.0,1.0
2050,36,4,1.0,1.0
2051,18,4,1.0,1.0
2052,36,3,1.0,1.0
2053,19,1,1.0,1.0
2054,30,3,1.0,0.6666666666666666
2055,24,0,0,0
2056,16,1,0.0,1.0
2057,49,1,1.0,1.0
2058,21,0,0,0
2059,2,0,0,0
2060,6,1,1.0,1.0
2061,9,1,1.0,1.0
2062,70,4,1.0,1.0
2063,70,4,0.75,1.0
2064,55,1,1.0,1.0
2065,82,3,0.6666666666666666,1.0
2066,16,0,0,0
2067,13,1,1.0,1.0
2068,29,2,0.5,0.0
2069,17,2,0.5,1.0
2070,80,3,1.0,1.0
2071,20,1,0.0,1.0
2072,45,1,1.0,1.0
2073,65,1,1.0,1.0
2074,20,3,1.0,1.0
2075,4,1,1.0,1.0
2076,3,0,0,0
2077,10,3,1.0,1.0
2078,11,2,1.0,1.0
2079,23,4,1.0,1.0
2080,17,1,1.0,1.0
2081,20,3,1.0,1.0
2082,6,2,1.0,1.0
2083,16,3,1.0,1.0
2084,11,1,0.0,1.0
2085,12,1,1.0,1.0
2086,28,5,0.8,1.0
2087,10,1,1.0,1.0
2088,18,0,0,0
2089,23,4,1.0,1.0
2090,23,2,1.0,1.0
2091,6,2,1.0,1.0
2092,12,2,1.0,1.0
2093,17,3,1.0,1.0
2094,10,3,1.0,1.0
2095,26,3,1.0,1.0
2096,38,4,1.0,1.0
2097,26,1,1.0,1.0
2098,28,1,1.0,1.0
2099,8,3,0.6666666666666666,1.0
2100,18,3,1.0,1.0
2101,13,2,0.5,0.5
2102,18,4,1.0,1.0
2103,43,3,1.0,1.0
2104,11,3,1.0,1.0
2105,64,7,0.7142857142857143,0.7142857142857143
2106,14,1,1.0,0.0
2107,25,2,1.0,1.0
2108,36,5,1.0,0.8
2109,33,3,0.6666666666666666,0.6666666666666666
2110,12,1,1.0,1.0
2111,31,2,0.5,0.5
2112,9,1,1.0,1.0
2113,18,1,0.0,1.0
2114,29,1,1.0,1.0
2115,19,2,0.0,0.0
2116,21,4,1.0,1.0
2117,16,2,1.0,1.0
2118,28,0,0,0
2119,15,1,1.0,1.0
2120,18,2,1.0,1.0
2121,18,2,1.0,1.0
2122,12,0,0,0
2123,11,1,1.0,1.0
2124,22,0,0,0
2125,42,2,0.5,0.0
2126,48,5,1.0,1.0
2127,14,2,0.0,1.0
2128,7,1,1.0,1.0
2129,39,5,1.0,1.0
2130,27,3,1.0,1.0
2131,33,3,1.0,1.0
2132,11,3,1.0,1.0
2133,8,2,1.0,1.0
2134,18,1,1.0,1.0
2135,8,3,1.0,1.0
2136,34,5,1.0,1.0
2137,31,6,1.0,1.0
2138,32,0,0,0
2139,15,3,1.0,1.0
2140,28,3,1.0,1.0
2141,11,1,1.0,1.0
2142,8,3,1.0,1.0
2143,27,6,1.0,1.0
2144,34,5,1.0,1.0
2145,36,4,1.0,1.0
2146,14,4,1.0,1.0
2147,14,2,1.0,1.0
2148,11,0,0,0
2149,27,2,1.0,1.0
2150,14,0,0,0
2151,18,2,0.5,1.0
2152,18,1,1.0,1.0
2153,16,1,1.0,1.0
2154,44,6,0.8333333333333334,1.0
2155,18,1,1.0,1.0
2156,9,2,0.5,0.5
2157,33,5,1.0,1.0
2158,17,2,1.0,1.0
2159,9,0,0,0
2160,16,1,1.0,1.0
2161,23,1,0.0,1.0
2162,74,11,1.0,1.0
2163,8,1,1.0,1.0
2164,20,1,1.0,1.0
2165,11,0,0,0
2166,9,1,1.0,1.0
2167,7,0,0,0
2168,33,2,1.0,1.0
2169,16,3,1.0,1.0
2170,41,0,0,0
2171,23,2,1.0,1.0
2172,6,0,0,0
2173,26,6,1.0,1.0
2174,41,5,1.0,1.0
2175,35,3,1.0,1.0
2176,20,2,1.0,1.0
2177,10,0,0,0
2178,16,3,1.0,1.0
2179,4,1,1.0,1.0
2180,2,0,0,0
2181,34,6,1.0,1.0
2182,38,7,0.5714285714285714,0.7142857142857143
2183,7,2,1.0,1.0
2184,52,8,0.625,0.625
2185,24,5,0.8,1.0
2186,11,0,0,0
2187,26,0,0,0
2188,24,2,1.0,1.0
2189,41,4,1.0,0.5
2190,30,1,1.0,1.0
2191,52,2,1.0,1.0
2192,38,4,1.0,1.0
2193,33,3,0.6666666666666666,1.0
2194,22,0,0,0
2195,12,0,0,0
2196,25,1,1.0,1.0
2197,33,4,1.0,1.0
2198,13,3,1.0,1.0
2199,23,2,1.0,1.0
2200,79,8,0.875,0.875
2201,23,1,1.0,1.0
2202,12,0,0,0
2203,14,0,0,0
2204,23,1,1.0,1.0
